,index,0,1,Digit
391,391,-2.9275422,11.253385,8
392,392,-42.488453,-0.08687204,6
393,393,-3.3742702,-49.80493,1
394,394,7.669673,12.080471,9
395,395,-22.752531,-8.562574,5
396,396,12.82519,-9.095038,2
397,397,-26.1696,-12.722432,5
398,398,38.748215,23.994162,4
399,399,35.569862,25.050392,4
400,400,22.718718,-4.637814,2
401,401,-5.3525653,-0.026259998,8
402,402,-13.864735,-28.83637,3
403,403,5.2030916,4.955902,8
404,404,20.211563,-22.114746,2
405,405,39.374855,19.420158,4
406,406,-24.436176,-15.660651,5
407,407,48.390537,-11.903059,0
408,408,-13.351113,-25.881783,3
409,409,10.5984955,-43.22326,1
410,410,-0.47827187,43.518024,7
411,411,-10.096491,28.925951,7
412,412,-22.981901,-4.8806887,5
413,413,-8.314351,46.94209,7
414,414,20.993183,10.575205,9
415,415,-5.5441475,43.93508,7
416,416,0.60033137,-42.386223,1
417,417,11.846286,22.648386,9
418,418,19.929844,-15.143252,2
419,419,7.175672,-47.189854,1
420,420,18.171515,42.615788,4
421,421,25.384401,-3.495571,2
422,422,18.97458,8.863172,9
423,423,18.352942,-18.712551,2
424,424,49.76627,-12.724073,0
425,425,31.270187,21.524992,4
426,426,9.190533,25.316898,9
427,427,10.677575,-44.745354,1
428,428,16.16296,35.077305,4
429,429,2.3987055,0.2937431,8
430,430,-5.184341,-46.850967,1
431,431,-1.3213047,-3.8737555,8
432,432,25.49432,21.77437,4
433,433,-24.251411,11.677121,5
434,434,17.281828,15.187537,9
435,435,-5.243013,5.3842254,8
436,436,-3.791612,8.767318,8
437,437,-10.753354,-11.927712,3
438,438,-9.761645,37.99629,7
439,439,-36.58873,-8.215837,6
440,440,46.73681,-8.410042,0
441,441,39.8387,-19.62721,0
442,442,-10.894568,-18.520067,3
443,443,36.71592,-26.070686,0
444,444,10.058924,-19.555513,2
445,445,41.028805,7.3477573,6
446,446,-37.023663,8.971204,6
447,447,-1.9884596,19.910236,4
448,448,2.9804907,10.979018,9
449,449,-19.150465,-8.6543,3
450,450,-1.1188878,-22.99722,3
451,451,0.6817978,-19.193153,3
452,452,17.514227,-27.837906,2
453,453,-12.5858555,-31.276344,3
454,454,28.66817,13.174309,9
455,455,-7.40417,-38.415565,1
456,456,13.558769,-24.456379,2
457,457,-35.840424,-10.11747,6
458,458,-1.6488421,8.575009,8
459,459,50.62964,-13.449829,0
460,460,-20.100073,4.4347243,5
461,461,-44.10105,14.258018,6
462,462,-50.34093,15.856817,6
463,463,-49.208324,14.766836,6
464,464,-22.539047,29.828688,3
465,465,0.7205128,4.5978913,8
466,466,-11.824504,13.933185,8
467,467,14.965337,-23.706743,2
468,468,-25.283522,25.76311,7
469,469,-18.526316,-6.0462203,5
470,470,-7.3109064,1.3171353,8
471,471,13.038365,20.44981,9
472,472,-45.693134,13.796358,6
473,473,16.186794,-49.99086,1
474,474,0.6409722,8.134523,8
475,475,42.591927,19.632694,4
476,476,0.031463325,-50.44609,1
477,477,26.674662,-29.059809,2
478,478,-16.769005,-1.0819453,5
479,479,-5.6114454,-9.028128,9
480,480,-12.822983,-42.273518,1
481,481,21.977486,8.953327,9
482,482,-0.18591546,47.44632,7
483,483,-22.865988,14.516589,5
484,484,27.793919,25.889912,4
485,485,42.724056,-19.500208,0
486,486,3.769036,4.327007,8
487,487,14.296539,11.378437,9
488,488,9.334971,17.208797,9
489,489,-9.122934,-42.83472,1
490,490,33.201607,2.6079516,0
491,491,-26.892406,-5.485962,5
492,492,27.3317,-28.075516,2
493,493,-11.34178,-31.396627,3
494,494,-13.485783,42.867744,7
495,495,32.761948,-17.674456,8
496,496,23.94535,10.85965,9
497,497,18.512981,29.460598,4
498,498,35.319847,-23.17515,0
499,499,-36.898018,-16.212553,6
500,500,-8.426976,-17.93969,3
501,501,31.626728,10.451895,9
502,502,-33.042904,10.963181,5
503,503,22.935276,-14.591042,2
504,504,3.9438062,-47.530067,1
505,505,-1.3973954,-25.053144,3
506,506,-22.464441,-46.994484,1
507,507,-10.039527,-22.929983,3
508,508,-34.400627,-17.425432,6
509,509,-24.952871,-6.4340115,5
510,510,-24.139019,30.252014,7
511,511,0.08165168,27.919111,4
512,512,18.501274,-28.03918,2
513,513,13.269419,-14.924734,2
514,514,-43.11148,17.528038,6
515,515,1.1634849,-14.657899,3
516,516,22.623661,-7.3839455,2
517,517,-43.772156,5.2542043,6
518,518,-19.675694,-1.7961282,5
519,519,21.752222,28.840097,4
520,520,-15.821393,10.626648,8
521,521,18.260687,18.317844,9
522,522,2.1733801,34.639362,7
523,523,-35.60552,-29.206,1
524,524,-16.149185,-20.754335,3
525,525,46.62833,-13.936867,0
526,526,-8.6751585,-18.668795,3
527,527,-12.501086,-7.223191,8
528,528,-17.291342,-18.913427,3
529,529,8.217914,-42.23426,1
530,530,21.057447,15.132504,9
531,531,-8.229972,-23.337069,3
532,532,22.805632,25.244492,4
533,533,35.439148,24.447536,4
534,534,-39.508236,-0.97174644,6
535,535,39.85167,30.0293,4
536,536,14.084926,-26.263285,2
537,537,-9.993725,-48.31521,1
538,538,-16.044727,12.516077,8
539,539,22.252102,-9.73025,2
540,540,-23.237562,-6.2787175,5
541,541,35.186512,25.559624,4
542,542,-1.444438,-1.4465307,8
543,543,2.38268,-3.9751966,8
544,544,37.74614,25.74879,4
545,545,38.485,-9.554818,0
546,546,51.633434,-7.0896697,0
547,547,26.988277,-27.913754,2
548,548,-7.5083046,-21.778244,3
549,549,28.171627,-8.906085,2
550,550,-7.928631,29.220272,7
551,551,-2.0713139,29.00697,7
552,552,37.066235,-23.07714,0
553,553,-8.8615675,-1.3752328,8
554,554,-18.494005,36.92189,7
555,555,20.689478,40.088154,4
556,556,40.856266,27.535013,4
557,557,-1.8167937,36.007084,7
558,558,13.3443165,18.862076,9
559,559,-47.96219,16.11331,6
560,560,10.305035,17.719236,9
561,561,46.502357,5.3576384,0
562,562,26.479832,16.028086,9
563,563,-5.00123,7.6872764,8
564,564,46.11938,-20.35231,0
565,565,21.667065,29.309479,4
566,566,-39.44572,-13.256826,6
567,567,45.379383,-21.14254,0
568,568,-38.80452,6.9346886,6
569,569,-16.147337,-19.24889,3
570,570,-20.820679,-7.3505406,5
571,571,19.321218,21.147724,4
572,572,-2.3092017,7.1061416,8
573,573,-13.356585,-25.366282,3
574,574,-2.9598804,-27.24445,3
575,575,14.88255,18.591208,9
576,576,-2.007184,-15.282318,3
577,577,3.0023098,-13.0934305,3
578,578,8.358754,-20.110651,3
579,579,-23.838833,37.41285,7
580,580,-5.642812,11.830036,8
581,581,49.642834,2.8418162,0
582,582,13.34824,-17.013943,8
583,583,13.224861,-17.957893,2
584,584,13.790603,-40.90734,1
585,585,-0.67026514,39.435837,7
586,586,46.939693,-12.479736,0
587,587,-38.847065,12.078209,6
588,588,-20.099375,-14.486415,5
589,589,28.781096,21.606384,4
590,590,-10.99466,-30.466251,3
591,591,-4.074827,-4.1181846,8
592,592,43.51043,-14.075635,0
593,593,8.350215,23.46513,9
594,594,-39.249138,-3.3694668,6
595,595,-14.210729,-22.674856,3
596,596,-2.1772065,14.695418,8
597,597,42.69917,7.8246884,0
598,598,13.706099,19.311478,9
599,599,25.742233,9.405204,9
600,600,-46.04723,5.710369,6
601,601,-14.3009615,18.369408,8
602,602,-43.510136,19.228392,6
603,603,0.86419725,4.0487666,8
604,604,-20.823627,3.1181867,5
605,605,-18.040165,27.001978,7
606,606,-11.768897,2.7093852,8
607,607,-41.585068,10.584889,6
608,608,51.901737,-1.7997335,0
609,609,20.648664,-25.947208,2
610,610,-45.3663,-21.6683,4
611,611,52.38333,-12.375373,0
612,612,13.604216,-15.991487,2
613,613,5.1598883,-2.9442148,2
614,614,1.8654134,-12.333207,3
615,615,-33.561268,-33.131393,1
616,616,21.621773,6.885344,9
617,617,-9.308164,26.047445,7
618,618,-24.212606,-5.9407434,5
619,619,20.354706,-39.153034,1
620,620,44.123245,-15.994537,0
621,621,-3.357793,3.1351376,8
622,622,30.797775,31.32499,4
623,623,-42.64518,-8.353575,6
624,624,22.012794,-27.507542,2
625,625,-52.84937,3.0594287,6
626,626,-20.894148,32.68625,7
627,627,23.454712,17.202116,9
628,628,-1.4313481,-8.068763,3
629,629,25.845459,-5.503691,2
630,630,26.574402,14.084576,9
631,631,1.216095,4.2063007,8
632,632,24.555857,-13.658431,2
633,633,16.221968,-14.895159,2
634,634,30.75539,10.1216755,9
635,635,22.121483,-33.47302,2
636,636,-7.341695,49.17667,7
637,637,-18.26572,-21.384315,3
638,638,-22.232965,12.276878,5
639,639,10.525843,18.413095,9
640,640,17.683805,-39.87183,1
641,641,-8.986518,0.1961899,8
642,642,32.833534,2.1600676,0
643,643,17.026606,-26.21271,2
644,644,45.136723,-16.469416,0
645,645,-29.054802,-4.444732,5
646,646,-38.802116,-12.243624,2
647,647,14.371562,-41.604908,1
648,648,-9.754986,-13.254609,3
649,649,-0.38589975,38.445587,7
650,650,-35.86616,-16.815828,6
651,651,-4.0309587,46.053032,7
652,652,7.7886105,-42.864044,1
653,653,14.512717,-24.546188,2
654,654,-20.457594,-17.73375,5
655,655,-12.284238,0.44196117,8
656,656,50.038,-5.0710278,0
657,657,-10.8604555,-15.418652,3
658,658,-18.366129,47.010414,7
659,659,4.994644,-0.6957517,2
660,660,28.331564,30.601402,4
661,661,35.52467,-25.087412,0
662,662,22.745846,10.317702,9
663,663,5.3536353,-42.907303,1
664,664,-7.908126,17.10502,8
665,665,-44.495815,18.990694,6
666,666,-14.972405,33.29038,7
667,667,-8.736019,28.754694,7
668,668,26.228855,23.817839,4
669,669,-0.17756173,-11.201389,3
670,670,11.763792,41.008533,4
671,671,34.376198,10.043863,9
672,672,-5.598124,-43.871567,1
673,673,-0.47388923,17.596298,9
674,674,-28.630781,-9.762717,5
675,675,5.2938104,-43.445602,1
676,676,-24.55638,32.34109,7
677,677,-18.318703,-25.26578,3
678,678,26.738712,10.021697,9
679,679,-5.9354596,32.141098,7
680,680,-47.5403,12.921567,6
681,681,28.686152,9.555066,9
682,682,7.803689,-45.26239,1
683,683,-7.9929085,-23.96706,3
684,684,2.4921682,33.526955,7
685,685,-7.147554,17.106945,8
686,686,-8.749972,-25.244484,3
687,687,-5.0560975,-13.339899,3
688,688,-36.90908,-11.827448,6
689,689,14.699751,22.602785,7
690,690,25.404274,-24.674082,2
691,691,2.3797996,-3.564768,8
692,692,-21.541563,9.485487,5
693,693,-5.469118,5.23649,8
694,694,-26.373213,10.255097,5
695,695,-6.1586328,-41.944443,1
696,696,17.47633,-48.32945,1
697,697,30.448418,28.512096,4
698,698,38.777504,28.180801,4
699,699,0.3842482,-11.123672,3
700,700,19.638172,-41.63659,1
701,701,38.83582,-3.5538514,0
702,702,-10.814139,31.580816,7
703,703,0.8546838,34.22952,7
704,704,37.924232,-6.854726,0
705,705,-2.0139732,38.581966,7
706,706,21.818624,6.9043293,9
707,707,12.166463,23.017326,4
708,708,30.918818,23.63281,4
709,709,-7.2412376,9.318318,8
710,710,-21.27026,0.4775342,5
711,711,-29.881605,-13.533289,5
712,712,21.390438,20.925072,4
713,713,50.87312,-5.7367406,0
714,714,-10.32651,-8.64379,8
715,715,18.458918,-23.171778,2
716,716,-7.5104756,-50.879173,1
717,717,42.99421,7.9152813,0
718,718,-2.1035206,6.7506576,8
719,719,42.808838,19.983746,4
720,720,-23.674526,-16.902855,5
721,721,51.98043,-1.7103046,0
722,722,39.418438,21.865753,4
723,723,42.6601,-20.575659,0
724,724,-42.567703,7.4481883,6
725,725,-4.8034687,-44.900326,1
726,726,-3.287462,41.293713,7
727,727,-3.0958347,-12.695391,3
728,728,24.708609,-23.015144,2
729,729,-45.966114,-12.605717,6
730,730,0.49721643,50.73836,7
731,731,24.408287,-12.790676,2
732,732,-46.636425,17.986313,6
733,733,25.05611,8.248686,9
734,734,-8.004171,-22.996572,3
735,735,13.928997,-44.003273,1
736,736,40.73009,23.608334,4
737,737,-48.217907,14.311654,6
738,738,24.894243,-23.428242,2
739,739,-30.30416,-8.254406,5
740,740,18.181334,17.583675,4
741,741,16.947556,-24.078844,2
742,742,41.15221,-2.3318481,0
743,743,-37.69472,-12.694925,6
744,744,28.800308,-9.588635,2
745,745,-17.701777,-36.067062,1
746,746,-4.1925354,34.94095,7
747,747,-3.2428129,-10.103627,3
748,748,22.112669,20.361319,4
749,749,-6.771378,-52.92392,1
750,750,49.699467,-13.313227,0
751,751,-20.858496,-7.677831,5
752,752,22.64735,26.44494,4
753,753,-3.4271314,-24.754051,3
754,754,-4.9377265,-43.923553,1
755,755,16.255304,-46.996147,1
756,756,-10.044286,32.49926,7
757,757,27.44461,34.248806,4
758,758,9.671943,12.572826,9
759,759,9.015803,23.649105,9
760,760,13.3019,28.157507,4
761,761,-2.8833218,5.623877,8
762,762,40.265106,30.827847,4
763,763,46.988995,5.1629057,0
764,764,21.439062,-10.8584175,2
765,765,27.745188,31.766542,4
766,766,-20.255304,-6.906127,5
767,767,-23.882063,-45.27253,1
768,768,1.8662909,-42.072174,1
769,769,-37.150864,-7.322385,6
770,770,32.85903,34.983303,4
771,771,1.5220623,41.93132,7
772,772,8.684537,-44.764336,1
773,773,21.639177,10.41898,9
774,774,26.110075,22.256517,4
775,775,16.652372,-27.255796,2
776,776,38.348423,22.170225,4
777,777,14.457527,-38.70955,1
778,778,-25.529669,-12.970991,5
779,779,-22.667984,8.834086,5
780,780,-16.270102,-23.60683,3
781,781,-2.4216502,-4.5518975,8
782,782,-17.220049,-24.705606,3
783,783,8.040207,-47.991184,1
784,784,38.35031,22.27266,4
785,785,-19.951775,-12.137694,5
786,786,-37.25157,11.056282,6
787,787,3.183247,1.9399039,8
788,788,17.305723,15.056522,9
789,789,35.451015,21.604229,4
790,790,0.33024994,-40.574184,1
791,791,-17.357937,2.1611087,5
792,792,-8.428852,-11.580994,3
793,793,0.77570015,1.4058951,8
794,794,37.111355,-9.452113,0
795,795,-8.396801,-23.12926,3
796,796,22.122679,-10.15094,2
797,797,-24.69545,2.1454408,5
798,798,18.069948,-42.028,1
799,799,12.745231,-13.706491,2
800,800,-10.9762745,-6.33951,8
801,801,-12.877845,-26.77566,3
802,802,32.364395,34.378853,4
803,803,36.7425,30.56753,4
804,804,45.211815,7.00653,0
805,805,-8.863313,9.688478,8
806,806,-1.5228719,-4.0976715,8
